dept,number,name,section,term,credits,mode,instructor
MECHENG,433,Advanced Energy Solutions,Section 001 (LEC),FA 2020,credit).,Hybrid,"Wooldridge,Margaret S"
MECHENG,438,Internal Combustion Engines,Section 001 (LEC),FA 2020,credit).,Hybrid,"Boehman,Andre L"
MECHENG,450,Design and Manufacturing III,Section 002 (REC),FA 2020,credit).,Online,"Cooper,Heather"
MECHENG,455,Analytical Product Design,Section 001 (LEC),FA 2020,credit).,Hybrid,"Papalambros, Panos Y Instructor: Hortop,Amy Boyd"
MECHENG,481,Mfg Processes,Section 001 (LEC),FA 2020,credit).,Hybrid,"Shih,Albert J"
MECHENG,491,Independent Study,Section 001 (IND),FA 2020,credit).,Person,
MECHENG,499,Spec Topics in M E,Section 034 (LEC) Vibrations,FA 2020,credit).,Online,"Perkins,Noel C"
MECHENG,501,Mathematical Methods in Mechanical Engineering,Section 001 (LEC),FA 2020,credit).,Hybrid,"Gavini,Vikram"
MECHENG,513,Automotive Body Structures,Section 001 (LEC),FA 2020,credit).,Online,"Malen,Donald E"
MECHENG,523,Computer Fluid Dynamics I,Section 001 (LEC),FA 2020,credit).,Online,"Fidkowski,Krzysztof J"
MECHENG,535,Thermodyn III,Section 001 (LEC),FA 2020,credit).,Person,"Borgnakke,Claus"
MECHENG,541,Mech Vibrations,Section 001 (LEC),FA 2020,credit).,Online,"Tol,Serife"
MECHENG,569,Control of Advanced Powertrain Systems,Section 001 (LEC),FA 2020,credit).,Hybrid,"Stefanopoulou,Anna G Instructor: van Nieuwstadt,Michiel Jacques"
MECHENG,211,Introduction to Solid Mechanics,Section 101 (LEC),FA 2020,credit).,Hybrid,"Thouless, Michael"
MECHENG,211,Introduction to Solid Mechanics,Section 103 (LEC),FA 2020,credit).,Hybrid,"Bucsek,Ashley N"
MECHENG,235,Thermodynamics I,Section 002 (LEC),FA 2020,credit).,Hybrid,"Pipe,Kevin Patrick"
MECHENG,235,Thermodynamics I,Section 881 (LEC),FA 2020,credit).,Online,"Kwabi,David Gator"
MECHENG,240,Introduction to Dynamics and Vibrations,Section 001 (LEC),FA 2020,credit).,Online,"Perkins,Noel C"
MECHENG,250,Design and Manufacturing I,Section 001 (LEC),FA 2020,credit).,Hybrid,"Umbriac,Michael Maurice Instructor: Austin-Breneman,Jesse Laurent"
MECHENG,290,"RISE 2 - Research, Innovation, Service and Entrepreneurship",Section 001 (IND),FA 2020,credit).,Person,
MECHENG,305,Introduction to Finite Elements in Mechanical Engineering,Section 002 (LEC),FA 2020,credit).,Hybrid,"Hulbert,Gregory M"
MECHENG,311,Strength-Materials,Section 001 (LEC),FA 2020,credit).,Online,"Lu,Wei"
MECHENG,320,Fluid Mechanics I,Section 002 (LEC),FA 2020,credit).,Online,"Akhavan,Rayhaneh"
MECHENG,320,Fluid Mechanics I,Section 881 (LEC),FA 2020,credit).,Online,"Adera,Solomon"
MECHENG,335,Heat Transfer,Section 001 (LEC),FA 2020,credit).,Online,"Kurabayashi,Katsuo"
MECHENG,336,Thermodyn II,Section 001 (LEC),FA 2020,credit).,Person,"Borgnakke,Claus"
MECHENG,350,Design and Manufacturing II,Section 001 (LEC),FA 2020,credit).,Online,"Umbriac,Michael Maurice Instructor: Okwudire,Chinedum Emmanuel"
MECHENG,360,"Modeling, Analysis and Control of Dynamic Systems",Section 002 (LEC),FA 2020,credit).,Hybrid,"Oldham,Kenn Richard"
MECHENG,382,Mechanical Behavior of Materials,Section 001 (LEC),FA 2020,credit).,Hybrid,"Sakamoto,Jeff S"
MECHENG,382,Mechanical Behavior of Materials,Section 881 (LEC),FA 2020,credit).,Online,"Sakamoto,Jeff S"
MECHENG,390,"RISE 3 - Research, Innovation, Service, Entrepreneurship",Section 001 (IND),FA 2020,credit).,Person,
MECHENG,406,Biomechanics for Engineering Students,Section 001 (LEC),FA 2020,credit).,Hybrid,"Meyhofer,Edgar"
MECHENG,424,Engineering Acoustics,Section 001 (LEC),FA 2020,credit).,Online,"Popa,Bogdan Ioan"
MECHENG,433,Advanced Energy Solutions,Section 002 (LEC),FA 2020,credit).,Hybrid,"Siegel,Donald Jason"
MECHENG,450,Design and Manufacturing III,Section 001 (LEC),FA 2020,credit).,Online,"Cooper,Heather Instructor: Sienko,Kathleen Helen Instructor: Mazumder,Jyotirmoy Instructor: Perkins,Noel C Instructor: Barton,Kira L"
MECHENG,452,Design for Manufacturability,Section 001 (LEC),FA 2020,credit).,Online,"Saitou,Kazuhiro"
MECHENG,455,Analytical Product Design,Section 881 (LEC),FA 2020,credit).,Online,"Hortop,Amy Boyd Instructor: Papalambros, Panos Y"
MECHENG,489,Sustainable Engineering and Design,Section 001 (LEC),FA 2020,credit).,Online,"Skerlos,Steven J"
MECHENG,495,Lab I I,Section 001 (LEC),FA 2020,credit).,Online,"Meyhofer,Edgar Instructor: Hildinger,Erik Instructor: Sangi Reddy,Pramod Instructor: Kumpf,Eric P"
MECHENG,499,Spec Topics in M E,Section 111 (LEC) Vibrations,FA 2020,credit).,Online,"Shorter, K Alex"
MECHENG,501,Mathematical Methods in Mechanical Engineering,Section 881 (LEC),FA 2020,credit).,Online,
MECHENG,513,Automotive Body Structures,Section 881 (LEC),FA 2020,credit).,Online,"Malen,Donald E"
MECHENG,523,Computer Fluid Dynamics I,Section 002 (LEC),FA 2020,credit).,Online,"Capecelatro,Jesse Samuel"
MECHENG,535,Thermodyn III,Section 881 (LEC),FA 2020,credit).,Online,"Borgnakke,Claus"
MECHENG,564,Linear Systems Theory,Section 001 (LEC),FA 2020,credit).,Online,"Gillespie, Brent"
MECHENG,576,Fatigue Mech Des,Section 001 (LEC),FA 2020,credit).,Online,"Pan,Jwo"
MEDCHEM,447,Pharmaceutical Discovery from Northern Michigan Blue-Green Algae (Cyanobacteria)-Search for New Antibiotics,Section 001 (LAB),FA 2020,credit).,Person,"Sherman,David H Instructor: Tripathi,Ashootosh"
MEDCHEM,500,Principles of Drug Action I,Section 001 (LEC),FA 2020,credit).,Online,"Scott,Emily Elizabeth"
MEDCHEM,600,Principles of Drug Action III,Section 001 (LEC),FA 2020,credit).,Hybrid,"Garner,Amanda Lee"
MEDCHEM,700,Principles of Drug Action V,Section 001 (LEC),FA 2020,credit).,Hybrid,"Sherman,David H"
MEDCHEM,470,Undergraduate Research,Section 001 (IND),FA 2020,credit).,Person,
MEDCHEM,573,Investig Med Chem,Section 001 (IND),FA 2020,credit).,Person,
MEDCHEM,660,Responsible Conduct of Research and Scholarship in Pharmaceutical Sciences at the University of Michigan,Section 001 (REC),FA 2020,credit).,Hybrid,"Garner,Amanda Lee"
MELANG,101,Elementary Classical Hebrew I,Section 001 (REC),FA 2020,3,Online,"Schmidt,Brian B"
MELANG,415,Elementary Hittite,Section 001 (REC),FA 2020,3,Online,"Beckman,Gary M"
MELANG,435,Introduction to Sumerian,Section 002 (REC),FA 2020,3,Online,
MELANG,450,Introductory Central Asian Language I,Section 002 (REC) Introductory Uyghur I,FA 2020,4,Online,"Northrop,Douglas Taylor"
MELANG,499,Independent Study in Middle East Languages,Section 001 (IND),FA 2020,4,Person,
MELANG,505,Intermediate Central Asian Language I,Section 002 (REC) Intermediate Uyghur I,FA 2020,4,Online,"Northrop,Douglas Taylor"
MELANG,530,Advanced Middle Egyptian I,Section 001 (REC),FA 2020,3,Person,"Davis,Katherine"
MELANG,410,Topics in Middle East Languages,Section 001 (SEM) Problems in the Hebrew Text of Job,FA 2020,3,Online,"Schmidt,Brian B"
MELANG,435,Introduction to Sumerian,Section 001 (REC),FA 2020,3,Hybrid,"Crisostomo, Jay"
MELANG,450,Introductory Central Asian Language I,Section 001 (REC) Elementary Uzbek I,FA 2020,4,Online,"Northrop,Douglas Taylor"
MELANG,460,Introduction to Demotic Egyptian,Section 001 (REC),FA 2020,3,Hybrid,"Davis,Katherine"
MELANG,505,Intermediate Central Asian Language I,Section 001 (REC) Intermediate Uzbek I,FA 2020,4,Online,"Northrop,Douglas Taylor"
MELANG,513,Readings in Akkadian,Section 001 (REC),FA 2020,3,Online,"Beckman,Gary M"
MEMS,210,"Early Medieval Europe, 300-1000",Section 001 (LEC),FA 2020,4,Online,"Squatriti,Paolo"
MEMS,327,"Shahnameh: Iranian Myth, Epic, and History",Section 001 (SEM),FA 2020,3,Person,"Cross,Cameron"
MEMS,344,Early Medieval Kingdoms and Cultures: European Art 400-1000,Section 001 (LEC),FA 2020,3,Person,"Sears,Elizabeth L"
MEMS,367,Shakespeare's Principal Plays,Section 001 (LEC),FA 2020,4,Person,"Trevor, Douglas"
MEMS,391,"Art, Culture, and Literature in Old Russia",Section 001 (LEC),FA 2020,3,Person,"Makin,Michael"
MEMS,465,Chaucer: The Canterbury Tales,Section 001 (REC),FA 2020,3,Person,"Sanok,Catherine"
MEMS,250,Italian Renaissance Art,Section 001 (LEC),FA 2020,4,Person,"Gear,Jennifer"
MEMS,327,"Shahnameh: Iranian Myth, Epic, and History",Section 002 (SEM),FA 2020,3,Person,
MEMS,350,Literature in English to 1660,Section 001 (LEC) The Human and the Inhuman in the Natural World,FA 2020,4,Person,"Cohen,Walter I"
MEMS,375,Celtic and Nordic Mythology,Section 001 (LEC),FA 2020,3,Online,"Gull,Maria E"
MEMS,391,"Art, Culture, and Literature in Old Russia",Section 002 (LEC),FA 2020,3,Online,"Makin,Michael"
MEMS,490,Directed Reading,Section 001 (IND),FA 2020,4,Person,
MENAS,461,Web Based Mentorship:  Earth Odysseys,Section 001 (SEM) Morocco,FA 2020,3,Person,"Stanzler, Jeff Instructor: Fahy,Michael A"
MENAS,463,Web Based Mentorship:  Arab-Israeli Conflict Simulation,Section 001 (LAB),FA 2020,3,Person,"Stanzler, Jeff"
MENAS,495,Senior Honors Thesis,Section 001 (IND),FA 2020,4,Person,
MENAS,462,Web Based Mentorship:  Learning Through Character Play,Section 001 (LAB),FA 2020,3,Person,"Stanzler, Jeff Instructor: Fahy,Michael A"
MENAS,493,Comparative Perspectives of the Middle East and North Africa,Section 001 (LEC),FA 2020,1,Online,"Szpiech,Ryan Wesley"
MFG,410,Marine Structures II,Section 001 (LEC),FA 2020,credit).,Online,"Karr,Dale G"
MFG,426,Lean Manufacturing and Services,Section 881 (LEC),FA 2020,credit).,Online,"Levantrosser,Debra Sue"
MFG,447,Facility Planning,Section 001 (LEC),FA 2020,credit).,Person,"Bozer,Yavuz Ahmet"
MFG,452,Design for Manufacturability,Section 881 (LEC),FA 2020,credit).,Person,
MFG,461,Quality Engineering Principles and Analysis,Section 001 (LEC),FA 2020,credit).,Online,"Hammett,Patrick Craig"
MFG,466,Statistical Quality Control,Section 001 (LEC),FA 2020,3,Person,"Jin, Judy"
MFG,470,Foundations of Ship Design,Section 881 (LEC),FA 2020,credit).,Online,"Vlahopoulos,Nickolas"
MFG,501,Topics in Global Operations,Section 001 (SEM),FA 2020,credit).,Person,
MFG,513,Automotive Body Structures,Section 001 (LEC),FA 2020,credit).,Online,"Malen,Donald E"
MFG,536,Crit Path Meth,Section 001 (LEC),FA 2020,credit).,Person,"Ioannou,Photios G"
MFG,561,Time Ser Anl,Section 001 (LEC),FA 2020,credit).,Hybrid,"Byon,Eunshin"
MFG,563,Marine Systems Production:  Business Strategy and Operations Management,Section 001 (LEC),FA 2020,credit).,Person,"Singer,David Jacob"
MFG,426,Lean Manufacturing and Services,Section 002 (LEC),FA 2020,credit).,Hybrid,"Levantrosser,Debra Sue"
MFG,440,Operations Analysis and Management,Section 001 (LEC),FA 2020,credit).,Person,"Daskin,Mark Stephen"
MFG,452,Design for Manufacturability,Section 001 (LEC),FA 2020,credit).,Online,"Saitou,Kazuhiro"
MFG,455,Corporate Finance,Section 001 (LEC),FA 2020,credit).,Person,"Kamaly,Reza"
MFG,463,Measurement and Design of Work,Section 001 (LEC),FA 2020,credit).,Person,"Armstrong,Thomas J"
MFG,470,Foundations of Ship Design,Section 001 (LEC),FA 2020,credit).,Person,"Vlahopoulos,Nickolas"
MFG,489,Designing Sustainable Products and Processes,Section 001 (LEC),FA 2020,credit).,Person,"Taub,Alan Instructor: Mangin,Christopher"
MFG,504,Tauber Institute Project,Section 001 (IND),FA 2020,credit).,Person,
MFG,513,Automotive Body Structures,Section 881 (LEC),FA 2020,credit).,Online,"Malen,Donald E"
MFG,556,Fatigue Mech Des,Section 001 (LEC),FA 2020,credit).,Online,"Pan,Jwo"
MFG,561,Time Ser Anl,Section 881 (LEC),FA 2020,credit).,Online,"Byon,Eunshin"
MICRBIOL,299,Introduction to Research for Undergraduates,Section 001 (IND),FA 2020,credit).,Person,
MICRBIOL,405,Medical Microbiology and Infectious Diseases,Section 001 (LEC),FA 2020,3,Online,"Laouar,Yasmina Instructor: Fuller, A Oveta Instructor: Hanna,Philip C"
MICRBIOL,460,Eukaryotic Microbiology,Section 001 (LEC),FA 2020,3,Online,"Moore,Thomas A"
MICRBIOL,399,Independent Research for Undergraduates,Section 001 (IND),FA 2020,8,Person,
MICRBIOL,409,Investigational and Experimental Bacteriology,Section 001 (LEC),FA 2020,4,Online,"Erb-Downward,John Russell"
MIDEAST,200,Introduction to the Middle East,Section 001 (LEC) Issues in Race & Ethnicity,FA 2020,4,Online,"Ali,Samer M"
MIDEAST,202,"Introduction to Judaism, Christianity, Islam",Section 001 (LEC),FA 2020,4,Online,"Muehlberger,Ellen"
MIDEAST,222,From Kim Kardashian to Movses Khorenatsi: Deciphering the Armenian Experience,Section 001 (SEM),FA 2020,3,Online,"Pifer,Michael Bedrosian"
MIDEAST,242,Rabbis: Literature and Culture,Section 001 (LEC),FA 2020,3,Online,"Eliav,Yaron Z"
MIDEAST,276,What is Judaism?,Section 001 (LEC),FA 2020,3,Online,"Wollenberg,Rebecca Scharbach"
MIDEAST,285,Visual Culture Islam,Section 101 (LEC),FA 2020,4,Person,
MIDEAST,291,Humanities Topics in Middle East Studies,"Section 002 (SEM) Collapse! Refugees, Climate Change and the Fall of Bronze Age Civilization",FA 2020,3,Hybrid,"DeGrado,Jessie"
MIDEAST,295,First Year Seminar in Middle East Studies,"Section 001 (SEM) Fake! Fraudulent Production in the Visual Arts, Literature, and Historical Documents",FA 2020,3,Online,"Beckman,Gary M"
MIDEAST,322,The Qur'an and Its Interpretations,Section 001 (LEC),FA 2020,3,Hybrid,"Knysh,Alexander D"
MIDEAST,325,Introduction to Arab Literature in Translation,Section 001 (LEC),FA 2020,3,Person,"Le Gassick,Trevor"
MIDEAST,326,The Arab-Israeli Conflict in Middle Eastern Literature and Film,Section 001 (LEC),FA 2020,3,Hybrid,"Bardenstein,Carol B"
MIDEAST,327,"Shahnameh: Iranian Myth, Epic, and History",Section 001 (SEM),FA 2020,3,Hybrid,"Cross,Cameron"
MIDEAST,335,History and Religion of Second Temple Judaism,Section 001 (LEC) Parting of the Ways Between Christianity and Judaism,FA 2020,3,Online,"Boccaccini,Gabriele"
MIDEAST,386,A Global History of the Jews of Spain,Section 001 (SEM),FA 2020,3,Hybrid,"Mays,Devi Elizabeth"
MIDEAST,391,Humanities Topics in Middle East Studies,Section 002 (SEM),FA 2020,3,Online,
MIDEAST,421,Islamic Mysticism: Sufism in Time and Space,Section 002 (LEC),FA 2020,3,Online,
MIDEAST,429,Topics in Modern Arabic Literature in Translation,Section 001 (LEC) Autobiography in Modern Arabic Literature,FA 2020,3,Online,"Shammas,Anton"
MIDEAST,433,Gender and Representation in the Modern Middle East,Section 002 (LEC),FA 2020,3,Online,
MIDEAST,440,The Archaeology of Nubia,Section 002 (LEC),FA 2020,3,Online,
MIDEAST,483,Comparative Perspectives of the Middle East and North Africa,Section 001 (LEC),FA 2020,1,Person,"Szpiech,Ryan Wesley"
MIDEAST,498,Senior Honors Thesis,Section 001 (IND),FA 2020,4,Person,
MIDEAST,522,Modern Arabic Nonfiction,Section 001 (LEC),FA 2020,3,Person,"Le Gassick,Trevor"
MIDEAST,590,Topics in Middle East Studies,Section 001 (LEC) Exile and Homecoming in Modern Jewish Literature,FA 2020,3,Person,"Pinsker, Shachar"
MIDEAST,590,Topics in Middle East Studies,Section 003 (LEC) Exile and Homecoming in Modern Jewish Literature,FA 2020,3,Online,"Pinsker, Shachar"
MIDEAST,201,"Madness, Medicine, and Magic in the Middle East",Section 001 (LEC),FA 2020,4,Online,"Crisostomo, Jay"
MIDEAST,207,The Land of Israel/Palestine through the Ages,Section 001 (LEC),FA 2020,4,Online,"Eliav,Yaron Z"
MIDEAST,238,"The Historical Jesus in Christianity, Judaism, and Islam",Section 001 (LEC),FA 2020,4,Online,"Boccaccini,Gabriele"
MIDEAST,275,Introduction to Arab-American Studies,Section 001 (LEC),FA 2020,4,Person,"Stiffler,Matthew William"
MIDEAST,285,Visual Culture Islam,Section 001 (LEC),FA 2020,4,Person,"Gruber,Christiane J"
MIDEAST,291,Humanities Topics in Middle East Studies,"Section 001 (SEM) Medieval Egypt, 640-1517",FA 2020,3,Online,"Poteet,Ellen Spence"
MIDEAST,291,Humanities Topics in Middle East Studies,"Section 003 (SEM) Collapse! Refugees, Climate Change and the Fall of Bronze Age Civilization",FA 2020,3,Online,"DeGrado,Jessie"
MIDEAST,319,"History of the Ottoman Empire: The ""Classical Age"", (ca. 1300-1600)",Section 001 (LEC),FA 2020,3,Online,"Cipa,Hakki Erdem"
MIDEAST,322,The Qur'an and Its Interpretations,Section 002 (LEC),FA 2020,3,Online,"Knysh,Alexander D"
MIDEAST,325,Introduction to Arab Literature in Translation,Section 002 (LEC),FA 2020,3,Online,"Le Gassick,Trevor"
MIDEAST,326,The Arab-Israeli Conflict in Middle Eastern Literature and Film,Section 002 (LEC),FA 2020,3,Online,
MIDEAST,327,"Shahnameh: Iranian Myth, Epic, and History",Section 002 (SEM),FA 2020,3,Online,
MIDEAST,381,Anthropology of Islam,Section 001 (SEM),FA 2020,3,Person,"Moll,Yasmin"
MIDEAST,391,Humanities Topics in Middle East Studies,Section 001 (SEM) Visual Culture of the Ancient Middle East,FA 2020,3,Hybrid,"Emberling, Geoff"
MIDEAST,421,Islamic Mysticism: Sufism in Time and Space,Section 001 (LEC),FA 2020,3,Hybrid,"Knysh,Alexander D"
MIDEAST,422,"The History of Shi'ism: Drama, Ritual, and Memory",Section 001 (LEC),FA 2020,3,Online,"Babayan,Kathryn"
MIDEAST,433,Gender and Representation in the Modern Middle East,Section 001 (LEC),FA 2020,3,Hybrid,"Bardenstein,Carol B"
MIDEAST,440,The Archaeology of Nubia,Section 001 (LEC),FA 2020,3,Hybrid,"Emberling, Geoff"
MIDEAST,442,Reading the Rabbis,Section 001 (LEC),FA 2020,4,Online,"Eliav,Yaron Z"
MIDEAST,490,Topics in Middle East Studies,Section 001 (SEM),FA 2020,3,Person,
MIDEAST,499,Independent Study in Middle East Studies,Section 001 (IND),FA 2020,4,Person,
MIDEAST,522,Modern Arabic Nonfiction,Section 002 (LEC),FA 2020,3,Online,
MIDEAST,590,Topics in Middle East Studies,"Section 002 (LEC) Judaism: Origins, Histories, and Practices",FA 2020,3,Person,"Levinson,Julian Arnold"
MIDEAST,590,Topics in Middle East Studies,"Section 004 (LEC) Judaism: Origins, Histories, and Practices",FA 2020,3,Online,"Levinson,Julian Arnold"
MILSCI,101,Introduction to Officership,Section 001 (LEC),FA 2020,Credit).,Online,"Kositz,Elia Victoria"
MILSCI,201,Innovative Tactical Leadership,Section 001 (LEC),FA 2020,1,Online,"Moreno,Joseph R"
MILSCI,201,Innovative Tactical Leadership,Section 004 (LEC),FA 2020,1,Person,"Moreno,Joseph R"
MILSCI,401,Leadership and Management,Section 003 (LAB),FA 2020,2,Person,"Dye,Jason R"
MILSCI,101,Introduction to Officership,Section 002 (LEC),FA 2020,Credit).,Person,"Kositz,Elia Victoria"
MILSCI,201,Innovative Tactical Leadership,Section 002 (LEC),FA 2020,1,Person,"Moreno,Joseph R"
MILSCI,301,Leading Small Organizations I,Section 003 (LAB),FA 2020,2,Person,"Moreno,Joseph R"
MILSCI,499,Independent Study-Directed Readings,Section 001 (IND),FA 2020,Credit).,Person,
MKT,407,Designing Persuasive Communication,Section 001 (SEM),FA 2020,credit).,Person,"O'Day,Timothy W"
MOVESCI,110,Bio and Behav Bases Hum Movement,Section 001 (LEC),FA 2020,credit).,Online,"Gross, Melissa"
MOVESCI,110,Bio and Behav Bases Hum Movement,Section 003 (LEC),FA 2020,credit).,Hybrid,"Vesia,Michael"
MOVESCI,110,Bio and Behav Bases Hum Movement,Section 012 (LEC),FA 2020,credit).,Hybrid,"Bodary,Peter F"
MOVESCI,230,Human Musculoskeletal Anatomy,Section 001 (LEC),FA 2020,credit).,Online,"Gross, Melissa"
MOVESCI,231,Human Musculoskeletal Anatomy Lab,Section 002 (LAB),FA 2020,credit).,Person,"Wall,Erin Bernthal"
MOVESCI,231,Human Musculoskeletal Anatomy Lab,Section 004 (LAB),FA 2020,credit).,Person,"Bird,Michele Marie"
MOVESCI,231,Human Musculoskeletal Anatomy Lab,Section 006 (LAB),FA 2020,credit).,Person,"Bird,Michele Marie"
MOVESCI,241,"Exercise, Nutrition and Weight Control",Section 021 (LEC),FA 2020,credit).,Online,
MOVESCI,320,Motor Control,Section 001 (LEC),FA 2020,credit).,Online,"Brown,Susan H"
MOVESCI,340,Exercise Physiology,Section 001 (LEC),FA 2020,credit).,Online,"Ludlow,Andrew Todd"
MOVESCI,422,Motor Learning,Section 001 (LEC),FA 2020,credit).,Online,
MOVESCI,443,Exercise and Successful Aging,Section 001 (LEC),FA 2020,credit).,Online,"Ludlow,Andrew Todd"
MOVESCI,110,Bio and Behav Bases Hum Movement,Section 002 (LEC),FA 2020,credit).,Hybrid,"Bodary,Peter F"
MOVESCI,110,Bio and Behav Bases Hum Movement,Section 011 (LEC),FA 2020,credit).,Online,"Gross, Melissa"
MOVESCI,110,Bio and Behav Bases Hum Movement,Section 013 (LEC),FA 2020,credit).,Hybrid,"Vesia,Michael"
MOVESCI,231,Human Musculoskeletal Anatomy Lab,Section 001 (LAB),FA 2020,credit).,Person,"Wall,Erin Bernthal"
MOVESCI,231,Human Musculoskeletal Anatomy Lab,Section 003 (LAB),FA 2020,credit).,Person,"Culbert,Tara"
MOVESCI,231,Human Musculoskeletal Anatomy Lab,Section 005 (LAB),FA 2020,credit).,Person,"Bird,Michele Marie"
MOVESCI,241,"Exercise, Nutrition and Weight Control",Section 001 (LEC),FA 2020,credit).,Hybrid,"Bodary,Peter F"
MOVESCI,250,Statistics,Section 001 (LEC),FA 2020,credit).,Hybrid,"Stewart,Matthew Taylor"
MOVESCI,330,Biomechanics of Human Movement,Section 001 (LEC),FA 2020,credit).,Online,"Umberger,Brian"
MOVESCI,421,Disord Vol Move,Section 001 (LEC),FA 2020,credit).,Online,"Brown,Susan H"
MOVESCI,424,Aging and Motor Performance,Section 001 (LEC),FA 2020,credit).,Person,
MUSEUMS,301,Museums and Society,Section 001 (LEC),FA 2020,3,Online,"Hennebury, Deirdre Laura Christianson"
MUSEUMS,409,Practicum in Museums,Section 003 (IND),FA 2020,3,Person,"Hennebury, Deirdre Laura Christianson"
MUSEUMS,498,Special Topics in Museum Studies,Section 101 (SEM),FA 2020,3,Online,"Hennebury, Deirdre Laura Christianson"
